conflict_no,incident_no,start_date,end_date,province,district,llg,ward,village_community,x_lon,y_lat,source,conflict_name,people_groups_involved,status,root_cause,proximate_cause,trigger,incident_description,response_from_authorities,retaliation_related_incident,total_dead,total_injured,total_displaced,men_dead,men_injured,men_displaced,women_dead,women_injured,women_displaced,total_child_dead,total_child_injured,boy_dead,boy_injured,boy_displaced,girl_dead,girl_injured,girl_displaced,id,adm1_pcode,adm2_pcode,adm3_pcode,total_casualties,ignore,actor_simple
98,NA,2016-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Ligame and Komo Station,142.8539,-5.92242,Private Sector,Aroma Kulupa- Pei Clan,Aroma Kulupa and Pei Clan,Active, , , ,Spillover conflict due to clan alleigance,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,PG21,PG2108,PG210827,1,actor2,Pei
99,NA,2016-12-17,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Station,142.8466,-6.05597,Private Sector,Tobe Tiana- Tamburuma Ayako,Tamburuma Ayako and Tobe,Active, , , ,Land ownership and boundary dispute,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,PG21,PG2104,PG210412,1,actor1,Tamburuma Ayako
99,NA,2016-12-17,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Station,142.8466,-6.05597,Private Sector,Tobe Tiana- Tamburuma Ayako,Tamburuma Ayako and Tobe,Active, , , ,Land ownership and boundary dispute,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,PG21,PG2104,PG210412,1,actor2,Tobe
100,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Hides 4/Pureni,142.809,-6.00326,Private Sector,Tobe Tiana- Tamburuma Ayako,Tamburuma Ayako and Tobe,Active, , , ,Land ownership and boundary dispute,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,PG21,PG2104,PG210412,1,actor1,Tamburuma Ayako
100,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Hides 4/Pureni,142.809,-6.00326,Private Sector,Tobe Tiana- Tamburuma Ayako,Tamburuma Ayako and Tobe,Active, , , ,Land ownership and boundary dispute,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,PG21,PG2104,PG210412,1,actor2,Tobe
101,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Idawi-Kobalu-Habono- Nogoli,142.8093,-5.99306,Private Sector,Pureni- Paitama,Pureni and Paitama,Active, , , ,Sexual assault,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,PG21,PG2104,PG210412,4,actor1,Pureni
101,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Idawi-Kobalu-Habono- Nogoli,142.8093,-5.99306,Private Sector,Pureni- Paitama,Pureni and Paitama,Active, , , ,Sexual assault,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,PG21,PG2104,PG210412,4,actor2,Paitama
102,NA,2015-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Para Village,142.8539,-5.92242,Private Sector,Pai- Tumbu ( Aroma Pii),Pai Tumbu and Aroma Pii,Active, , , ,Spillover conflict due to clan alleigance,NA,NA,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,PG21,PG2108,PG210827,34,actor1,Pai
102,NA,2015-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Para Village,142.8539,-5.92242,Private Sector,Pai- Tumbu ( Aroma Pii),Pai Tumbu and Aroma Pii,Active, , , ,Spillover conflict due to clan alleigance,NA,NA,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,PG21,PG2108,PG210827,34,actor2,Aroma
103,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Tari Township,142.7997,-6.00394,Private Sector,Honaka- Wabiago,Honaka and Wabiago,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,PG21,PG2104,PG210412,1,actor1,Honaka
103,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Tari Township,142.7997,-6.00394,Private Sector,Honaka- Wabiago,Honaka and Wabiago,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,PG21,PG2104,PG210412,1,actor2,Wabiago
104,NA,2012-01-01,NA,Hela Province,Tari Pori District,Tari Urban LLG, ,Angore,142.954,-5.8466,Private Sector,Pai Peli- Linapini,Pai Peli and Linapini,Paused, , , ,Land ownership and boundary dispute,NA, ,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,PG21,PG2108,PG210829,5,actor1,Pai
104,NA,2012-01-01,NA,Hela Province,Tari Pori District,Tari Urban LLG, ,Angore,142.954,-5.8466,Private Sector,Pai Peli- Linapini,Pai Peli and Linapini,Paused, , , ,Land ownership and boundary dispute,NA, ,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,PG21,PG2108,PG210829,5,actor2,Linapini
105,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Idauwi,142.8878,-5.98952,Private Sector,Pepe- Huripali,Pepe and Huripali,Active,NA, , ,"Theft of pigs, money and or valuables",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,PG21,PG2104,PG210412,0,actor1,Pepe
105,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Idauwi,142.8878,-5.98952,Private Sector,Pepe- Huripali,Pepe and Huripali,Active,NA, , ,"Theft of pigs, money and or valuables",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,PG21,PG2104,PG210412,0,actor2,Huripali
106,NA,2017-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Anguale,142.8539,-5.92242,Private Sector,Pai- Tuleni,Pai and Tuleni,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,PG21,PG2108,PG210827,5,actor1,Pai
106,NA,2017-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Anguale,142.8539,-5.92242,Private Sector,Pai- Tuleni,Pai and Tuleni,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,PG21,PG2108,PG210827,5,actor2,Tuleni
106,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, , ,142.7928,-5.95253,Private Sector,Pai- Tuleni,Pai and Tuleni,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,PG21,PG2104,PG210412,1,actor1,Pai
106,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, , ,142.7928,-5.95253,Private Sector,Pai- Tuleni,Pai and Tuleni,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,PG21,PG2104,PG210412,1,actor2,Tuleni
107,NA,2022-02-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG,Hapono,Pai Tulia,142.820152,-5.938744,UN Agencies,Mbuta- Pai Tulia,Mbuta and Pai Tulia,Active,NA,NA,NA,Spillover conflict due to clan alleigance,NA,NA,0,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,PG21,PG2108,PG210827,4,actor1,Mbuta
107,NA,2022-02-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG,Hapono,Pai Tulia,142.820152,-5.938744,UN Agencies,Mbuta- Pai Tulia,Mbuta and Pai Tulia,Active,NA,NA,NA,Spillover conflict due to clan alleigance,NA,NA,0,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,PG21,PG2108,PG210827,4,actor2,Pai
108,NA,2022-07-01,NA,Hela Province,Tari Pori District,Tebi Rural LLG,NA,NA,142.95418,-5.854798,UN Agencies,Tuleni- Pii,Tuleni and Pii,Active,NA,NA,NA,Spillover conflict due to clan alleigance,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,PG21,PG2108,PG210830,1,actor1,Tuleni
108,NA,2022-07-01,NA,Hela Province,Tari Pori District,Tebi Rural LLG,NA,NA,142.95418,-5.854798,UN Agencies,Tuleni- Pii,Tuleni and Pii,Active,NA,NA,NA,Spillover conflict due to clan alleigance,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,PG21,PG2108,PG210830,1,actor2,Pii
109,NA,2022-07-01,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.86641,-5.860904,UN Agencies,Telapo Nalipa- Tumbiali,Telapo Nalipa and Tumbiali,Active,NA,NA,NA,Spillover conflict due to clan alleigance,NA,NA,0,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,PG21,PG2108,PG210828,6,actor1,Nalipa
109,NA,2022-07-01,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.86641,-5.860904,UN Agencies,Telapo Nalipa- Tumbiali,Telapo Nalipa and Tumbiali,Active,NA,NA,NA,Spillover conflict due to clan alleigance,NA,NA,0,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,PG21,PG2108,PG210828,6,actor2,Tumbiali
110,NA,2023-05-01,NA,Hela Province,Tari Pori District,Tebi Rural LLG,NA,NA,142.9557,-5.83458,UN Agencies,Linabini- Tipa Conflict,"Linabini, Tipa",Active,NA,NA,NA,Land ownership and boundary dispute,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,PG21,PG2108,PG210830,0,actor1,Linapini
110,NA,2023-05-01,NA,Hela Province,Tari Pori District,Tebi Rural LLG,NA,NA,142.9557,-5.83458,UN Agencies,Linabini- Tipa Conflict,"Linabini, Tipa",Active,NA,NA,NA,Land ownership and boundary dispute,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,PG21,PG2108,PG210830,0,actor2,Tipa
111,NA,2018-09-01,NA,Hela Province,Tari Pori District,Tebi Rural LLG,NA,NA,142.901491,-5.904294,UN Agencies,Linabini- Haro Conflict,"Linabini, Haro",Paused,NA,NA,NA,Land and/or resource royalty payments,NA,NA,0,33,NA,NA,22,NA,NA,6,NA,NA,NA,NA,7,NA,NA,NA,NA,145,PG21,PG2108,PG210830,33,actor1,Linapini
111,NA,2018-09-01,NA,Hela Province,Tari Pori District,Tebi Rural LLG,NA,NA,142.901491,-5.904294,UN Agencies,Linabini- Haro Conflict,"Linabini, Haro",Paused,NA,NA,NA,Land and/or resource royalty payments,NA,NA,0,33,NA,NA,22,NA,NA,6,NA,NA,NA,NA,7,NA,NA,NA,NA,145,PG21,PG2108,PG210830,33,actor2,Haro
112,NA,2022-03-30,NA,Hela Province,Koroba Kopiago District,South Koroba Rural LLG,Wanga 2 (High School),"Pandu Ward
Naliba/Aguba Village",142.7383,-5.7129,NA,Aguiba- Nalipa Conflict,"Aguiba, Nalipa",Active,NA,NA,NA,"Theft of pigs, money and or valuables",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,PG21,PG2105,PG210517,0,actor1,Aguiba
112,NA,2022-03-30,NA,Hela Province,Koroba Kopiago District,South Koroba Rural LLG,Wanga 2 (High School),"Pandu Ward
Naliba/Aguba Village",142.7383,-5.7129,NA,Aguiba- Nalipa Conflict,"Aguiba, Nalipa",Active,NA,NA,NA,"Theft of pigs, money and or valuables",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,PG21,PG2105,PG210517,0,actor2,Nalipa
113,NA,2018-01-01,NA,Hela Province,Tari Pori District,Tebi Rural LLG,NA,NA,142.889626,-5.744309,UN Agencies,Mba- Hatani,"Mba, Hatani",Active,NA,NA,NA,"Domestic, marital, extra marital issue",NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,PG21,PG2108,PG210830,5,actor1,Mba
113,NA,2018-01-01,NA,Hela Province,Tari Pori District,Tebi Rural LLG,NA,NA,142.889626,-5.744309,UN Agencies,Mba- Hatani,"Mba, Hatani",Active,NA,NA,NA,"Domestic, marital, extra marital issue",NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,PG21,PG2108,PG210830,5,actor2,Hatani
114,NA,2023-03-25,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Torea, Pari- and awali and Erebe",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,PG21,PG2108,PG210828,10,actor1,Torea
114,NA,2023-03-25,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Torea, Pari- and awali and Erebe",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,PG21,PG2108,PG210828,10,actor2,Pari
114,NA,2023-03-25,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Torea, Pari- and awali and Erebe",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,PG21,PG2108,PG210828,10,actor4,Awali
114,NA,2023-03-25,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Torea, Pari- and awali and Erebe",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,PG21,PG2108,PG210828,10,actor5,Erebe
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor1,Erebe
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor2,Haro
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor3,Tabaya
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor4,Torea
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor5,Pari
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor6,Awali
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor7,Lipi
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor8,Alagali
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor9,Pujero
115,NA,2023-05-03,NA,Hela Province,Tari Pori District,Tagali Rural LLG,NA,NA,142.975875,-5.86233,Un Agencies,Torea- Erebe,"Erebe, Haro, Tabaya, Torea, Pari and awali, Lipi, Alagali, Pujero, Pii",Active,NA,NA,NA,Alcohol abuse related,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,149,PG21,PG2108,PG210828,2,actor10,Pii
